ID,Latitude,Longitude,Genus,Species,Family,Class,Infra-Class,Order,Status,Megafauna,AgeID,DatedRemain,DatedMaterial,Age,AgeType,DatingTechnique,OverallRegion,AdministrativeDivision,SpecificRegion,Cave/Site/Deposit,Chamber/Provenance,Stratigraphy/Taphonomy,Species abundances
78,-16.3817,144.134,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-46090,Sediment,Charcoal,1.64,<,Radiocarbon (C13 adjusted to -25 o/oo VPBD),Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,Square E18 - SU 3b - XU7 - 20 cm depth,Yes,Yes
79,-16.3817,144.134,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-46090,Sediment,Charcoal,1.64,<,Radiocarbon (C13 adjusted to -25 o/oo VPBD),Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,Square E18 - SU 3b - XU7 - 20 cm depth,Yes,Yes
80,-35.92,137.08,Amphibolurus,species indet.,Agamidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,ANU-925,Sediment,Charcoal,10.94,=,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit I - 0-90 cm depth - Subunits a to f,Yes,Yes
81,-35.92,137.08,Amphibolurus,species indet.,Agamidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,ANU-1221,Sediment,Charcoal,16.1,>,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit IV - >144 cm - Subunits m to o,Yes,Yes
82,-35.92,137.08,Amphibolurus,species indet.,Agamidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,ANU-1221,Sediment,Charcoal,16.11,<,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,"Unit II - 90-1,40 depth - Subunits g to k",Yes,Yes
83,-35.92,137.08,Amphibolurus,species indet.,Agamidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,ANU-1221,Sediment,Charcoal,16.11,=,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit III - 140-144 cm - Subunit l,Yes,Yes
84,-36.9667,140.7667,Amphibolurus,species indet.,Agamidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,SUA-234,Sediment,Charcoal,33.8,=,Radiocarbon  ,Main Australia,SA,Naracoorte,Henschke Cave,Date from unit A3,Yes,No
85,-23.1567,150.4578,Amphibolurus,species indet.,Agamidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,QML-1312,Snail shell/Broken straw,Charcoal,169.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Elephant Hole Cave (QML-1312),"Horizon A4 - 1,95 cm (height relative to measured section)",Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
86,-23.1567,150.4578,Amphibolurus,species indet.,Agamidae,Reptilia,Lepidosauromorpha,Squamata,Extant,No,QML-1312-6,Flowstone (broken straw),Calcite,205.0,<,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Elephant Hole Cave (QML-1312),"Horizon A4 - 1,95 cm (height relative to measured section)",Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
87,-35.92,137.08,Anas,castanea,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-1221,Sediment,Charcoal,16.1,>,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit IV - >144 cm - Subunits m to o,Yes,Yes
88,-35.92,137.08,Anas,castanea,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-1221,Sediment,Charcoal,16.11,<,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,"Unit II - 90-1,40 depth - Subunits g to k",Yes,Yes
89,-19.8667,145.0667,Anas,castanea,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,Wk-923,Sediment,Carbonised wood,45.0,>,Radiocarbon  ,Main Australia,QLD,Clarke River,Wyandotte Creek,Unit A (base of Wyandotte formation),Stratigraphy,Yes
90,-32.698,143.31,Anas,gibberifrons,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,OZG-543,Sediment,Shellfish,7.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Sayers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
91,-32.5,143.1,Anas,gibberifrons,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2762,Sediment,Shellfish,7.35,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,North Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
92,-32.698,143.31,Anas,gibberifrons,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2308,Sediment,Shellfish,7.4,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Sayers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
93,-32.5,143.2,Anas,gibberifrons,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2650,Sediment,Shellfish,7.61,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
94,-32.5,143.2,Anas,gibberifrons,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2650,Sediment,Shellfish,7.68,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
95,-32.53,142.11,Anas,gibberifrons,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2307,Sediment,Shellfish,22.05,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
96,-32.53,142.11,Anas,gibberifrons,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2161,Sediment,Shellfish,24.1,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
97,-32.5,143.2,Anas,rhyncotis,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2650,Sediment,Shellfish,7.61,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
98,-32.5,143.2,Anas,rhyncotis,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2650,Sediment,Shellfish,7.68,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
99,-32.5431,143.35,Anas,species indet.,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2761,Sediment,Shellfish,6.95,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Talyawalka Creek,Waterloo Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
100,-32.5431,143.35,Anas,species indet.,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,OZG-543,Sediment,Shellfish,7.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Talyawalka Creek,Waterloo Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
101,-32.7,143.1,Anas,species indet.,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,Not given,Sediment,Shellfish,7.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kaleentha Loop,KLL3,Yes,Yes
102,-32.5,143.2,Anas,species indet.,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-949,Sediment,Shellfish,7.17,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
103,-32.7,143.1,Anas,species indet.,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2925,Sediment,Shellfish,7.93,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kaleentha Loop,KLL1,Yes,Yes
104,-32.53,142.11,Anas,species indet.,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-3001,Sediment,Shellfish,24.65,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
105,-32.5,143.2,Anas,superciliosa,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-949,Sediment,Shellfish,7.17,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
106,-32.5,143.2,Anas,superciliosa,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2650,Sediment,Shellfish,7.61,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
107,-32.5,143.2,Anas,superciliosa,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-2650,Sediment,Shellfish,7.68,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
108,-35.92,137.08,Anas,superciliosa,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-1221,Sediment,Charcoal,16.1,>,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit IV - >144 cm - Subunits m to o,Yes,Yes
109,-35.92,137.08,Anas,superciliosa,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-1221,Sediment,Charcoal,16.11,<,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,"Unit II - 90-1,40 depth - Subunits g to k",Yes,Yes
110,-19.8667,145.0667,Anas,superciliosa,Anatidae,Aves,Neoaves,Anseriformes,Extant,No,Wk-923,Sediment,Carbonised wood,45.0,>,Radiocarbon  ,Main Australia,QLD,Clarke River,Wyandotte Creek,Unit A (base of Wyandotte formation),Stratigraphy,Yes
111,-19.8667,145.0667,Anhinga,melanogaster,Anhingidae,Aves,Neoaves,Suliformes,Extant,No,UWRDL-?,Sediment,Carbonised wood,30.4,=,Radiocarbon  ,Main Australia,QLD,Clarke River,Wyandotte Creek,Unit B,Stratigraphy,Yes
112,-32.7,143.1,Anhinga,melanogaster novaehollandiae,Anhingidae,Aves,Neoaves,Suliformes,Extant,No,Not given,Sediment,Shellfish,7.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kaleentha Loop,KLL2,Yes,Yes
113,-32.5,143.2,Anhinga,melanogaster novaehollandiae,Anhingidae,Aves,Neoaves,Suliformes,Extant,No,ANU-949,Sediment,Shellfish,7.17,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
114,-32.7,143.1,Anhinga,melanogaster novaehollandiae,Anhingidae,Aves,Neoaves,Suliformes,Extant,No,ANU-2925,Sediment,Shellfish,7.93,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kaleentha Loop,KLL2,Yes,Yes
115,-6.321,145.9333,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GaK-622,Sediment,Wood charcoal,0.77,=,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Aibura Rockshelter,Level 4 -  Square VII - Lower part of the ash lenses in Base HI,Yes,Yes
116,-6.321,145.9333,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GaK-622,Sediment,Wood charcoal,0.77,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Aibura Rockshelter,Level 4 -  Square VII - Lower part of the ash lenses in Base HI,Yes,Yes
117,-6.321,145.9333,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GaK-623,Sediment,Charcoal (lumps),3.8,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Aibura Rockshelter,Level 2 - Square IX - Lowest level of the black silt in Base HIII,Yes,Yes
118,-5.9085,145.1472,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Y-1371,Sediment,Wood charcoal,4.84,=,Radiocarbon  ,New Guinea,Eastern Highlands,20km from Chuave Station,Kiowa Rockshelter,Layer 3,Yes,Yes
119,-5.9085,145.1472,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Y-1367,Sediment,Wood charcoal,9.3,<,Radiocarbon  ,New Guinea,Eastern Highlands,20km from Chuave Station,Kiowa Rockshelter,Layer 10A,Yes,Yes
120,-5.9085,145.1472,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Y-1366,Sediment,Wood charcoal,10.35,<,Radiocarbon  ,New Guinea,Eastern Highlands,20km from Chuave Station,Kiowa Rockshelter,Layer 12A,Yes,Yes
121,-5.9085,145.1472,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Y-1366,Sediment,Wood charcoal,10.35,>,Radiocarbon  ,New Guinea,Eastern Highlands,20km from Chuave Station,Kiowa Rockshelter,Layer 12A,Yes,Yes
122,-5.9372,145.1786,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-3681,Sediment,Snail shell,11.65,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
123,-5.9372,145.1786,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-3073,Sediment,Charcoal,0.1004,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A1 - square J71 (spit 3),Yes,Yes
124,-5.9372,145.1786,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-3685,Sediment,Charcoal (insoluble),0.9,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A3 - square T79 (catalogue numbers 120/121/122),Yes,Yes
125,-5.8292,144.0411,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,=,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
126,-5.8292,144.0411,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
127,-5.9372,145.1786,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-2570,Sediment,Charcoal,3.42,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A3 - square D79 (catalogue number 99),Yes,Yes
128,-5.8292,144.0411,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-1326,Sediment,Wood charcoal,4.34,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 15,Yes,Yes
129,-5.9372,145.1786,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-3687,Bone,Charred/burned bone,8.07,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
130,-5.9372,145.1786,Anisomys,imitator,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANU-2578,Calcite capping,Calcite,27.0,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,stratum D1/5,Yes,Yes
131,-35.92,137.08,Anseranas,semipalmata,Anseranatidae,Aves,Neoaves,Anseriformes,Extant,No,ANU-1221,Sediment,Charcoal,16.11,<,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,"Unit II - 90-1,40 depth - Subunits g to k",Yes,Yes
132,-19.8667,145.0667,Anseranas,semipalmata,Anseranatidae,Aves,Neoaves,Anseriformes,Extant,No,Wk-923,Sediment,Carbonised wood,45.0,>,Radiocarbon  ,Main Australia,QLD,Clarke River,Wyandotte Creek,Unit A (base of Wyandotte formation),Stratigraphy,Yes
133,-32.53,142.11,Antechinomys,laniger,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,ANU-2307,Sediment,Shellfish,22.05,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes
134,-31.0,125.0,Antechinomys,laniger,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,WAIT-98,Sediment,Charcoal & wood,0.39,=,Radiocarbon  ,Main Australia,WA,Nullabor-Roe Plain - Hampton Tableland,Hampton Tableland Site 28,"Horizon A4 - 1,95 cm (height relative to measured section)",Taphonomy,Yes
135,-37.0472,140.8035,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-5,Sediment,Quartz,76.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Units D - 121-130 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2007",Yes
136,-37.0472,140.8035,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-4,Sediment,Quartz,77.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit D - 99-104 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2072",Yes
137,-37.0472,140.8035,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-1,Sediment,Quartz,82.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit E - 131-136 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2007",Yes
138,-37.0472,140.8035,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-3,Sediment,Quartz,82.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit C - 79-84 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2035",Yes
139,-37.0333,140.8,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,NC1,Sediment,Quartz,206.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 1 - 102 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
140,-37.0333,140.8,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,NC2,Sediment,Quartz,231.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2a - 114 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
141,-37.0333,140.8,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,NC3,Sediment,Quartz,257.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2b - 134 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
142,-31.4539,115.8069,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,ANU-716,Sediment,Charcoal,3.09,=,Radiocarbon  ,Main Australia,WA,Wanneroo,Murray Cave,7 cm depth,Yes,Yes
143,-37.0472,140.8035,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH-En9,Tooth,Dentine,60.5,=,U-series Th/U  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit C - 70-74 cm below datum,"Stratigraphy, with sediment classification in Fortes and Bestland 2007",Yes
144,-37.0472,140.8035,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,G_H-En4,Tooth,Dentine,67.2,=,U-series Th/U  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit D - 99-104 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2072",Yes
145,-37.0472,140.8035,Antechinus,agilis,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH-En3,Tooth,Dentine,72.3,=,U-series Th/U  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit C - 74-79 cm below datum,"Stratigraphy, with sediment classification in Fortes and Bestland 2007",Yes
146,-34.0667,115.0167,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,TEC-F (WAM 07.6.147),Sediment,Calcite,44.9,=,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,"Unit E-G (date from Unit G, and E)",Stratigraphy,"Yes, in SI "
147,-34.0667,115.0167,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,TEC-F (unit G lower),Sediment,Calcite,48.7,=,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,"Unit E-G (date from Unit G, and E)",Stratigraphy,"Yes, in SI "
148,-37.0472,140.8035,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-2,Sediment,Quartz,70.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit B - 61-66 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2008",Yes - see also Fraser and Wells 2006
149,-37.0472,140.8035,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-5,Sediment,Quartz,76.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Units D - 121-130 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2007",Yes
150,-37.0472,140.8035,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-4,Sediment,Quartz,77.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit D - 99-104 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2074",Yes
151,-37.0472,140.8035,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-1,Sediment,Quartz,82.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit E - 131-136 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2007",Yes
152,-37.0472,140.8035,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,GH09-3,Sediment,Quartz,82.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit C - 79-84 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2037",Yes
153,-34.0667,115.0167,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,TEC-F,Sediment,Calcite,112.0,=,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Stratigraphy,"Yes, in SI "
154,-34.0667,115.0167,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,TE-FS-21a,Flowstone,Calcite,119.5,=,U-series Th/U (TIMS),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Yes,Yes
155,-34.0667,115.0167,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,TEC07–1,Sediment,Quartz,135.0,=,OSL  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit B,Stratigraphy,"Yes, in SI "
156,-34.0667,115.0167,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,TE-FS-UG,Flowstone,Calcite,136.8,=,U-series Th/U (TIMS),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Yes,Yes
157,-34.0667,115.0167,Antechinus,flavipes,Dasyuridae,Mammalia,Marsupialia,Dasyuromorphia,Extant,No,TEC-K-D2,Sediment,Calcite,146.3,<,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Stratigraphy,"Yes, in SI "
